nome,cpf,idade,data,endereco,estado
Matheus Farias,374.256.190-16,32,1993-03-06,"chácara câmara
bela vitoria
93812417 viana de marques / ms",MINAS GERAIS
Valentina Macedo,143.205.786-35,24,2000-12-31,"ladeira mendes, 592
vila jardim alvorada
05078058 fonseca verde / se",SANTA CATARINA
Heitor Siqueira,375.128.094-41,38,1987-03-23,"recanto de marques
esperança
73277268 nascimento / se",AMAZONAS
Isadora Costela,742.053.681-35,44,1981-02-24,"esplanada de cirino, 73
alto barroca
13388049 souza dos dourados / rr",PARÁ
Guilherme Gonçalves,293.810.456-15,58,1967-06-16,"recanto eduardo porto, 31
são lucas
46543-462 souza / ce",PARAÍBA
João Guilherme Pastor,423.809.715-79,18,2007-03-23,"setor azevedo
conjunto lagoa
53133267 barbosa grande / sc",MATO GROSSO DO SUL
Dr. Nathan Cardoso,380.497.526-74,48,1976-08-21,"rua sousa, 614
vila piratininga venda nova
99002-137 da mota / go",PIAUÍ
Vinícius Vasconcelos,056.819.347-48,56,1969-02-20,"quadra rael mendes, 19
vila são francisco
62189-528 duarte / ac",SERGIPE
Nina Da Cunha,360.781.542-90,28,1996-09-25,"fazenda sousa
vila califórnia
78022113 da cruz / go",PARANÁ
Maria Júlia Campos,384.609.751-93,33,1992-04-08,"via de da costa, 69
vila bandeirantes
01836403 oliveira / mt",MARANHÃO
Srta. Joana Novaes,769.851.043-39,23,2002-02-18,"viaduto ryan rodrigues, 435
nova suíça
73390095 lopes / am",MARANHÃO
Sofia Fogaça,746.852.109-30,29,1996-04-13,"feira otto rezende, 59
vila canto do sabiá
25260-348 vasconcelos / ms",CEARÁ
Dr. Anthony Azevedo,073.149.856-93,45,1979-10-18,"estrada abreu, 16
coração de jesus
22229428 caldeira verde / rr",PARÁ
Mirella Silva,641.702.589-67,56,1968-10-02,"distrito farias, 539
vila ouro minas
30791062 dias / al",GOIÁS
Sr. Juan Ramos,495.723.106-07,33,1991-10-07,"travessa leandro pastor, 19
bela vitoria
38325-022 da rocha / ms",ACRE
Davi Cavalcante,649.031.527-07,18,2007-01-05,"lagoa de dias, 66
vila são geraldo
34569990 da mota grande / pr",GOIÁS
Isis Camargo,249.870.351-97,48,1976-09-24,"colônia de da mata, 62
vila novo são lucas
12414006 da conceição / df",BAHIA
Apollo Rocha,425.387.619-64,24,2001-07-16,"estação mendonça, 34
olhos d'água
28155814 cavalcanti do campo / ba",MATO GROSSO
Francisco Pimenta,910.574.382-60,47,1977-11-30,"condomínio de ferreira, 93
bonsucesso
79377-093 moura / mt",PARAÍBA
Anthony Gabriel Machado,480.327.591-23,28,1997-07-16,"avenida jesus
vila são geraldo
44560-110 ribeiro / to",MINAS GERAIS
Olivia Da Cruz,287.165.943-55,50,1974-12-29,"trecho caldeira
milionario
18854-875 correia de goiás / sc",PARANÁ
Vitor Hugo Moreira,962.048.351-06,52,1972-09-24,"parque rhavi farias, 60
baleia
96327630 abreu / mt",GOIÁS
Pedro Henrique Barbosa,721.830.965-86,28,1997-04-01,"campo de martins, 5
são bento
69350-422 sá / go",BAHIA
Srta. Maria Isis Cassiano,348.017.569-48,36,1988-10-10,"estação de duarte, 56
bandeirantes
80565-307 garcia dos dourados / ac",RIO GRANDE DO NORTE
João Pedro Montenegro,712.839.560-12,51,1974-01-28,"aeroporto antônio mendes, 35
maria virgínia
42057-117 cavalcanti / df",SANTA CATARINA
Antony Farias,590.784.621-67,30,1995-03-30,"viela ana beatriz campos, 72
camargos
20461408 pires das pedras / pb",AMAZONAS
Isaac Vasconcelos,816.240.357-44,31,1994-02-21,"estação lunna ramos, 5
alto das antenas
94861-802 camargo / ro",RONDÔNIA
Enrico Mendes,832.064.179-96,39,1985-09-05,"morro de mendes, 97
conjunto são francisco de assis
54627106 rocha da praia / rj",AMAZONAS
Davi Miguel Santos,463.157.892-00,45,1980-05-19,"esplanada zoe cardoso, 70
leticia
85965423 vargas paulista / pa",MATO GROSSO
Mateus Teixeira,956.802.413-15,38,1986-09-07,"rua de silva
castanheira
03299-792 da cruz de minas / rs",GOIÁS
Mateus Pereira,349.608.125-24,52,1972-08-26,"avenida de das neves, 74
minaslandia
65003222 cavalcante / ba",AMAZONAS
Bruno Da Luz,109.263.857-12,26,1999-07-23,"loteamento dias, 79
tres marias
29477-153 da mota verde / rn",SERGIPE
Sr. Lucas Gabriel Da Rosa,423.687.509-83,33,1992-07-04,"ladeira luiza rezende, 9
tirol
80959309 souza / rr",MARANHÃO
Melissa Aparecida,567.924.813-19,25,2000-02-29,"passarela maria clara rezende, 732
varzea da palma
17966622 campos de fogaça / ma",MATO GROSSO DO SUL
Mariah Vieira,240.817.953-04,25,1999-08-16,"favela de machado, 34
diamante
14765052 barbosa do oeste / rs",ALAGOAS
Alana Moreira,397.124.568-46,23,2002-02-08,"trecho de da luz, 9
bandeirantes
32716-026 siqueira / ms",RIO GRANDE DO NORTE
Maria Isis Duarte,360.428.597-65,57,1968-07-07,"lagoa de ribeiro, 149
candelaria
33811-791 da mota / pe",ALAGOAS
Isadora Cunha,715.328.409-50,24,2000-09-09,"feira yasmin farias, 731
universitário
49706607 monteiro de novaes / sp",AMAZONAS
Maria Laura Macedo,480.219.563-05,59,1966-05-17,"largo de carvalho, 373
madri
38237-496 mendonça / mg",RIO GRANDE DO NORTE
Dra. Maysa Jesus,602.851.973-12,41,1983-12-12,"lagoa de pimenta, 29
primeiro de maio
56812268 da cunha da mata / pa",PARAÍBA
Srta. Isabel Cardoso,806.721.459-01,23,2002-06-03,"praia de campos, 6
jaraguá
03740-146 moreira das flores / ro",ALAGOAS
Allana Monteiro,645.023.978-65,41,1983-08-28,"fazenda rodrigues, 578
santa rosa
82104-652 moura alegre / am",PERNAMBUCO
Dr. Davi Lucas Barros,701.462.983-22,23,2002-05-30,"residencial vieira, 88
alpes
96756242 almeida das pedras / rn",ESPÍRITO SANTO
Bianca Da Paz,723.869.405-00,45,1980-04-11,"distrito de souza, 63
vila de sá
27925-389 martins / ma",RORAIMA
Rafael Camargo,285.614.903-06,49,1976-04-27,"estação de andrade, 953
ápia
88730184 freitas / go",BAHIA
Srta. Agatha Gomes,970.412.638-78,33,1991-11-25,"chácara alexia dias, 13
estrela
53131-746 borges / ce",DISTRITO FEDERAL
Eloá Pires,720.931.584-50,20,2005-03-03,"vale gael henrique campos
europa
72717-669 da luz / pb",PERNAMBUCO
Daniela Rodrigues,412.368.095-05,30,1995-02-01,"ladeira macedo, 867
vila batik
98386911 novaes do galho / pr",AMAPÁ
Sra. Amanda Rocha,497.602.513-61,19,2006-06-18,"viela de sá, 51
nossa senhora de fátima
68746-606 das neves / rs",SERGIPE
Diego Aparecida,607.819.342-22,43,1982-07-22,"colônia de das neves, 57
madri
45239823 da cruz das pedras / rj",PIAUÍ
Heitor Araújo,980.435.762-38,38,1986-12-16,"vereda vitor moreira, 45
dom cabral
87173186 aragão do sul / rs",PIAUÍ
Davi Lucca Rodrigues,392.617.540-07,35,1989-10-11,"favela câmara, 50
coração eucarístico
97634-268 rezende de almeida / go",RIO DE JANEIRO
Maria Cecília Silva,534.296.781-37,54,1970-08-15,"avenida de sampaio
jaqueline
51663634 barros de da rocha / rs",RIO GRANDE DO NORTE
Davi Lucas Rezende,894.136.507-48,56,1968-11-07,"residencial de aragão, 76
vila tirol
74475831 fernandes da prata / ba",ALAGOAS
Ana Julia Siqueira,591.687.230-59,41,1984-01-02,"morro antony da mata, 63
são benedito
13604726 dias das pedras / pi",PIAUÍ
Dra. Stella Pereira,347.891.625-91,56,1968-12-01,"rua josé miguel moreira, 639
dona clara
29176216 da mata de goiás / rr",ALAGOAS
Rael Freitas,865.397.104-10,26,1998-12-26,"viela pacheco, 11
jaraguá
85472959 lopes / rn",PIAUÍ
Isis Montenegro,709.185.642-20,26,1998-08-25,"rodovia de novaes, 4
vila aeroporto jaraguá
95769451 cavalcanti de marques / ac",MINAS GERAIS
Bruno Alves,910.687.352-95,44,1981-07-08,"recanto henry gabriel da mata, 24
canadá
65186-585 sá do galho / rr",SANTA CATARINA
Bianca Sousa,745.016.328-44,27,1998-02-15,"feira cavalcante, 41
vila formosa
70632-834 abreu da serra / es",DISTRITO FEDERAL
Oliver Marques,267.489.510-11,40,1984-11-23,"núcleo joão gabriel nogueira
grajaú
51343363 guerra grande / df",ESPÍRITO SANTO
Sr. Gael Henrique Rezende,765.902.134-61,56,1968-11-20,"jardim caroline azevedo, 24
vila ouro minas
05813506 campos da praia / sc",RONDÔNIA
Juan Cavalcanti,526.834.709-83,42,1983-06-03,"passarela da mata, 53
vila nossa senhora do rosário
21367548 alves do norte / se",RIO GRANDE DO NORTE
Alícia Azevedo,586.437.120-35,27,1997-12-19,"recanto de borges, 54
vila são rafael
54690574 da cunha do galho / sc",PARANÁ
Anthony Gabriel Da Rosa,942.106.358-98,54,1971-06-23,"viaduto de sampaio, 771
vila jardim leblon
63405-176 campos de da rocha / ro",RONDÔNIA
Sr. Theo Duarte,917.430.286-87,42,1982-12-30,"vila luiz henrique borges, 13
cidade nova
98954-462 da mata de garcia / ma",PARANÁ
Fernando Cardoso,136.578.209-30,55,1969-12-25,"trecho marques, 97
xangri-lá
97460983 teixeira de minas / ac",SERGIPE
Lorena Oliveira,018.469.273-31,25,2000-06-10,"estação de mendes, 12
são damião
19139-184 novais / pr",RIO GRANDE DO NORTE
Sra. Maitê Albuquerque,620.348.597-74,49,1975-10-14,"morro ravy da cunha, 175
corumbiara
88582181 da rosa alegre / ap",RONDÔNIA
Pietra Nunes,752.140.683-44,21,2004-07-23,"passarela de jesus, 8
marieta 1ª seção
57464940 da cunha / am",MINAS GERAIS
Carolina Aparecida,947.508.326-00,53,1972-06-05,"distrito de fogaça, 6
glória
50060533 jesus / ms",AMAPÁ
João Gabriel Cavalcanti,609.831.275-30,41,1984-06-17,"avenida maria alice macedo, 732
luxemburgo
04908-915 sales / pe",SÃO PAULO
Alana Duarte,417.803.562-26,23,2002-01-31,"lago de oliveira, 14
são damião
56455021 cavalcanti da praia / al",RIO GRANDE DO NORTE
Danilo Machado,516.234.870-80,56,1969-06-04,"conjunto de nunes, 6
vila madre gertrudes 2ª seção
53120258 jesus / ba",MATO GROSSO DO SUL
Emilly Cavalcanti,184.527.906-94,52,1973-03-20,"via de novais, 811
nossa senhora de fátima
92691933 da cunha do sul / ms",RONDÔNIA
Dr. Nicolas Monteiro,038.765.149-75,30,1994-11-18,"campo de pereira
cardoso
85861238 costa de azevedo / pe",CEARÁ
Cauã Da Mata,261.704.389-40,55,1969-10-11,"fazenda olívia nunes, 89
vila calafate
23806259 da mota / ac",ALAGOAS
Paulo Pinto,936.014.278-69,33,1992-03-03,"viela lucas gabriel pereira
jardinópolis
19183227 barbosa de moraes / am",RORAIMA
Dante Da Rosa,781.503.942-14,48,1977-07-20,"conjunto marques, 95
belvedere
85996-138 moura do sul / sp",MATO GROSSO
Sr. Enrico Nascimento,259.634.170-07,37,1987-09-12,"lago arthur gabriel silveira, 46
penha
08819-129 pacheco das flores / ro",SÃO PAULO
Cauã Da Rocha,259.407.361-06,48,1977-03-20,"largo maria isis castro, 17
santa maria
08858936 moraes / ro",MINAS GERAIS
Danilo Alves,753.924.618-91,22,2002-12-15,"praça henrique carvalho, 92
satelite
56193501 freitas das flores / to",ESPÍRITO SANTO
Eloah Silva,963.847.152-28,32,1993-02-13,"passarela pereira, 991
alto vera cruz
90925744 fogaça / ac",ACRE
Arthur Gabriel Leão,805.913.427-23,23,2002-05-15,"campo luísa da paz
funcionários
25952-360 camargo / sp",MATO GROSSO DO SUL
Dra. Emilly Macedo,304.786.215-07,43,1982-07-10,"sítio garcia
piraja
21170-689 moreira / se",AMAPÁ
Ana Laura Da Rocha,675.824.130-08,44,1980-12-09,"avenida marcos vinicius borges, 21
madri
68151-375 vasconcelos / go",PARANÁ
Alice Vasconcelos,581.076.439-84,49,1976-01-16,"rua luiz fernando dias, 46
mangueiras
97935258 duarte / se",MINAS GERAIS
Dr. Davi Lucca Camargo,495.307.168-93,50,1975-04-07,"favela de teixeira, 91
concórdia
76158-109 almeida / se",SERGIPE
Anthony Gabriel Costa,246.157.903-25,42,1982-10-03,"jardim rebeca vasconcelos, 49
santa rita de cássia
56947804 pinto / pa",MINAS GERAIS
Sr. João Pedro Da Luz,309.852.647-56,54,1970-09-08,"vale de aparecida, 22
nova granada
36784604 da paz do campo / ms",PARANÁ
Melina Fernandes,135.762.084-53,25,1999-10-04,"lagoa nascimento, 9
cidade nova
17714-994 martins / ma",PERNAMBUCO
Pedro Miguel Andrade,960.423.785-38,25,2000-02-25,"viaduto machado, 189
são geraldo
13981-162 fonseca de da rosa / sc",CEARÁ
Maria Fernanda Gonçalves,670.842.513-08,36,1989-03-23,"avenida de vasconcelos, 144
outro
40168-335 garcia / pi",PERNAMBUCO
Pedro Lucas Câmara,473.925.106-06,57,1968-05-14,"parque de da conceição, 58
havaí
24435018 oliveira / ce",PARÁ
Ana Cecília Gonçalves,927.415.380-50,31,1994-06-06,"via alves
vila são francisco
89179-796 barbosa / df",BAHIA
Isabel Siqueira,528.694.710-76,22,2003-05-14,"chácara de das neves, 96
minaslandia
61301548 jesus / ro",SÃO PAULO
Caleb Cavalcanti,107.856.493-01,28,1996-10-16,"via sophia novais, 46
vila paquetá
00761-709 cavalcanti / ce",BAHIA
Ravi Vieira,160.923.875-30,34,1990-12-14,"loteamento joão felipe montenegro, 9
minas caixa
30198-469 aragão de pacheco / ms",PARAÍBA
Maria Sophia Cassiano,761.048.953-01,58,1966-07-27,"jardim vicente da conceição, 42
vila da ária
20433139 aragão das flores / pi",GOIÁS
Luana Nogueira,658.320.419-33,59,1966-05-13,"praia pacheco, 88
barão homem de melo 2ª seção
98831-134 siqueira / am",SÃO PAULO
Natália Rocha,841.357.296-73,40,1985-03-18,"quadra santos, 96
nova suíça
10847-867 fogaça / pe",ALAGOAS
Srta. Eloah Cavalcanti,531.042.679-52,48,1976-09-06,"praia gomes, 171
oeste
46139-605 rios da serra / rr",PARANÁ
Juliana Leão,215.930.648-70,43,1981-10-07,"trecho de pinto, 46
penha
89495-091 nunes / sp",GOIÁS
Dr. Henrique Farias,021.735.846-26,41,1983-12-19,"pátio juan sousa
vila santo antônio
67726-282 da mota / mt",RIO DE JANEIRO
Maitê Costela,681.439.720-03,28,1997-04-16,"pátio de moraes
lagoinha leblon
44239712 das neves dos dourados / pe",TOCANTINS
Cauê Fonseca,387.540.912-41,33,1991-08-21,"trevo helena lopes, 11
carlos prates
21049796 pires / se",MARANHÃO
Ágatha Vieira,054.932.617-07,43,1982-02-21,"setor hadassa casa grande, 99
parque são pedro
79738-332 martins / rn",ESPÍRITO SANTO
Maya Sampaio,167.904.258-02,40,1985-05-24,"parque yasmin correia, 39
milionario
47043450 novais / am",ACRE
Amanda Da Cunha,301.746.258-71,36,1988-12-03,"aeroporto ísis da rocha, 28
santo andré
42042444 pires da mata / ms",PARÁ
Pedro Henrique Machado,674.203.985-00,39,1986-06-02,"aeroporto henry câmara, 7
santana do cafezal
46839678 rezende / to",ESPÍRITO SANTO
Théo Da Paz,319.472.658-73,19,2006-05-26,"viaduto de fogaça, 42
vila nova paraíso
19786-204 camargo do norte / ms",RIO DE JANEIRO
Sr. Cauã Borges,319.876.420-31,54,1971-02-15,"viela brito, 34
conjunto serra verde
28837-299 cunha / sc",ALAGOAS
Daniela Barros,853.467.910-00,59,1966-05-19,"rodovia arthur gabriel abreu, 58
comiteco
52614-254 rocha de sousa / rs",ALAGOAS
Aylla Oliveira,708.136.542-62,19,2005-08-05,"recanto das neves, 55
barro preto
83114879 casa grande de cirino / al",MATO GROSSO DO SUL
João Felipe Albuquerque,784.639.501-75,38,1987-04-17,"viela valentina oliveira, 77
minas caixa
91356097 cirino / al",ALAGOAS
Daniel Moraes,650.417.823-26,23,2001-10-20,"vila nunes, 5
delta
71632951 sousa / rj",SÃO PAULO
Srta. Bella Martins,213.846.590-05,22,2002-08-23,"recanto diego martins, 40
vila de sá
14990-824 siqueira / ma",PARÁ
Davi Miguel Da Paz,370.216.894-03,25,2000-03-07,"vereda oliveira, 95
vila da ária
99918-722 alves / pi",RONDÔNIA
Otávio Lima,618.702.394-31,41,1983-08-26,"colônia de vasconcelos
cruzeiro
80714335 mendes do campo / rn",ACRE
Noah Borges,726.054.891-67,37,1988-05-08,"morro de pinto, 78
novo aarão reis
68146-715 campos de andrade / rs",BAHIA
Beatriz Cavalcanti,512.694.738-91,18,2007-02-14,"aeroporto abreu, 28
jonas veiga
10552961 pires / pa",ACRE
Dra. Hadassa Machado,526.834.971-64,57,1968-03-22,"esplanada maya melo, 97
vila da ária
98430252 da rocha / sp",SANTA CATARINA
Paulo Brito,314.920.756-80,22,2002-08-13,"jardim araújo, 60
comiteco
41451-469 farias da prata / rn",CEARÁ
Marcelo Martins,678.429.031-31,20,2005-07-10,"condomínio aparecida, 44
vila bandeirantes
83821-259 silveira de martins / am",SÃO PAULO
Srta. Júlia Aragão,192.074.563-70,51,1974-06-26,"praça teixeira, 19
tirol
49939194 da rosa da prata / to",PERNAMBUCO
Luna Viana,672.385.914-64,47,1978-02-08,"fazenda giovanna moura, 233
são marcos
66360-279 dias de goiás / rr",PARAÍBA
Pedro Nunes,153.960.748-84,20,2005-07-19,"residencial alexandre pires, 103
prado
59151666 cavalcante / mt",ALAGOAS
Valentim Melo,813.925.670-68,47,1978-06-02,"pátio de garcia, 9
prado
81081-459 lima de sampaio / df",SANTA CATARINA
Eduarda Mendonça,497.263.150-34,36,1988-08-17,"estação dias, 7
vila independencia 1ª seção
96604319 lima / ms",AMAPÁ
Sr. Davi Lucca Lopes,872.036.951-40,28,1997-07-08,"esplanada brito, 56
flavio marques lisboa
67098715 da mota grande / pi",PARÁ
Danilo Montenegro,975.402.186-49,25,2000-04-24,"estação de sales, 231
manacas
56172-395 aparecida / ce",TOCANTINS
Apollo Azevedo,537.826.014-08,38,1986-07-25,"parque joão lucas fonseca, 512
custodinha
41822-244 da rosa da mata / se",BAHIA
Srta. Ester Peixoto,853.149.276-91,48,1977-07-19,"travessa martins, 37
tres marias
79970989 pires / rn",SANTA CATARINA
Luana Lima,017.548.369-84,51,1973-10-22,"esplanada alves, 6
alto caiçaras
08469-900 pinto de minas / ce",AMAPÁ
Carlos Eduardo Andrade,526.034.891-51,46,1978-10-10,"rodovia emanuella nogueira, 3
joão alfredo
67746-896 oliveira / rs",MATO GROSSO
Maria Julia Cassiano,729.038.465-29,41,1983-10-12,"rua joaquim alves, 8
união
07969-007 leão de castro / ce",PARÁ
Ravy Moura,598.203.761-30,59,1966-02-01,"rodovia vitória carvalho
lindéia
48236-090 cardoso / al",SERGIPE
Hadassa Porto,938.640.251-33,18,2006-11-15,"chácara pereira, 48
vitoria da conquista
44901021 borges das pedras / ac",AMAPÁ
Matheus Mendonça,126.534.978-91,39,1986-06-15,"largo lima, 69
vila sesc
10671355 martins do galho / rn",SÃO PAULO
Sr. Luiz Felipe Rezende,035.216.984-24,28,1996-11-27,"vereda de da rosa, 41
conjunto bonsucesso
57839816 da mota do sul / mg",SANTA CATARINA
Sr. José Miguel Novaes,286.517.049-76,58,1966-12-31,"residencial juliana guerra, 90
aarão reis
39499-758 leão do campo / ba",TOCANTINS
Maria Vitória Pimenta,403.571.826-26,31,1993-12-11,"pátio nicolas aragão, 65
vila aeroporto jaraguá
32215751 rocha / df",BAHIA
Nina Sá,573.126.094-06,29,1996-07-09,"praça davi luiz alves, 30
vila nova gameleira 2ª seção
96477389 montenegro / to",RIO GRANDE DO SUL
Igor Sá,526.370.498-47,37,1988-03-23,"favela nathan aragão, 922
heliopolis
50159-121 pacheco / pb",DISTRITO FEDERAL
Juliana Gomes,180.367.254-44,26,1999-02-15,"esplanada sampaio
vila da amizade
28798-894 da cunha de cirino / mt",PIAUÍ
Sra. Cecília Sá,745.081.932-50,32,1993-01-11,"vila camargo, 561
barão homem de melo 1ª seção
48777511 da mata de barros / se",BAHIA
Sra. Bárbara Freitas,971.284.530-32,59,1965-09-28,"ladeira de rezende, 989
califórnia
00369-282 peixoto / rr",MATO GROSSO
Kamilly Mendes,014.763.285-44,43,1982-03-18,"ladeira maria caldeira
vila calafate
09650801 peixoto / ro",PIAUÍ
Luigi Almeida,389.715.206-12,28,1996-11-26,"pátio de porto, 167
vila união
50311-789 caldeira grande / ro",SÃO PAULO
Yago Gomes,597.183.462-28,30,1994-09-02,"estrada marques, 25
álvaro camargos
89943350 duarte / es",TOCANTINS
Augusto Da Cruz,930.758.241-60,25,2000-01-07,"via brenda da rosa, 94
barreiro
92885710 rocha do oeste / sc",AMAZONAS
Benício Jesus,674.130.592-07,42,1982-12-05,"trecho de cavalcante, 40
vista alegre
70136-108 pacheco da serra / ap",RIO DE JANEIRO
Rafaela Araújo,591.230.678-02,19,2005-11-28,"rua de ramos, 622
pompéia
88012-406 rios do galho / ro",MATO GROSSO
Carolina Aparecida,497.168.253-82,31,1993-11-10,"fazenda ana laura garcia, 56
vila paris
28552-750 cavalcanti do sul / pi",AMAPÁ
Amanda Viana,895.640.317-10,25,1999-10-17,"viaduto santos, 837
paraíso
60185-949 jesus do oeste / ma",AMAZONAS
Brayan Azevedo,063.289.571-30,27,1998-04-30,"condomínio santos, 69
novo glória
50149-278 monteiro de minas / ap",RORAIMA
José Pedro Aparecida,498.036.752-65,54,1970-11-15,"via marcelo montenegro
pilar
29064-715 moura verde / go",MATO GROSSO
Rafaela Campos,961.874.052-85,59,1966-02-03,"praça pinto, 419
alpes
52715-764 teixeira / to",PARÁ
Dom Marques,124.587.036-07,26,1998-12-06,"pátio de moraes, 20
são luiz
08234935 cavalcante do campo / rs",AMAZONAS
Sra. Natália Farias,372.618.095-86,57,1968-04-25,"vila maria fernanda alves, 37
cidade jardim
13427-131 moreira / go",RIO DE JANEIRO
Lucas Gabriel Ramos,897.340.126-22,46,1978-12-17,"largo pereira, 651
santa isabel
36004-427 duarte / se",AMAZONAS
Dra. Amanda Da Rocha,645.279.318-73,49,1975-09-20,"condomínio cassiano, 949
parque são josé
91053-686 ramos / sc",RONDÔNIA
Matheus Leão,308.479.265-83,22,2003-03-25,"estrada albuquerque, 28
dom silverio
89577-012 cavalcante / ro",SÃO PAULO
Luiz Miguel Gonçalves,732.159.048-88,31,1993-11-15,"viaduto de mendonça, 99
marieta 3ª seção
55570222 barros das pedras / df",PERNAMBUCO
Dra. Eloá Cirino,027.385.914-50,42,1982-10-03,"esplanada duarte, 7
beira linha
56977-226 barros / ro",AMAPÁ
Srta. Antonella Siqueira,704.956.281-58,32,1992-11-10,"núcleo de borges, 87
barão homem de melo 1ª seção
57977-481 lima do campo / go",PERNAMBUCO
Maria Helena Ribeiro,830.567.412-62,38,1987-02-25,"morro de freitas, 22
vila são joão batista
92478001 borges / mt",PIAUÍ
Joana Ribeiro,815.697.324-00,19,2005-11-22,"pátio mirella santos
mirtes
94374911 marques da mata / pi",ALAGOAS
Sr. Bryan Da Conceição,512.094.387-04,50,1975-02-25,"fazenda andré casa grande, 299
vila são francisco
19942-334 pereira paulista / mg",RIO GRANDE DO SUL
Kevin Pacheco,625.987.314-09,46,1979-03-19,"lagoa alexandre monteiro, 3
vila suzana segunda seção
12739271 porto do galho / ma",PIAUÍ
Amanda Silva,932.540.671-34,51,1973-07-27,"feira de ribeiro
camargos
02842-948 siqueira / sc",MATO GROSSO DO SUL
Giovanna Viana,371.028.956-40,56,1969-04-25,"via joão pedro ribeiro, 489
cidade jardim taquaril
35949580 melo do oeste / ap",MARANHÃO
Nicole Monteiro,419.360.758-57,42,1982-10-29,"via borges, 16
vale do jatoba
13956-616 monteiro / mg",ALAGOAS
Dr. Rhavi Monteiro,812.659.370-95,21,2004-04-21,"quadra lima
alta tensão 2ª seção
16923-172 vieira / pe",RONDÔNIA
Rodrigo Lopes,029.683.457-29,20,2004-12-07,"estrada breno fernandes, 98
vila aeroporto jaraguá
93865905 da paz / rs",DISTRITO FEDERAL
Bryan Santos,728.359.641-00,37,1987-09-24,"viela dias
santo andré
76750-161 rios / sp",MINAS GERAIS
Raquel Martins,193.047.852-60,26,1999-04-03,"vale de da cruz, 5
itaipu
11749-356 da luz de gonçalves / al",MATO GROSSO DO SUL
João Felipe Aragão,941.502.783-50,34,1990-11-08,"favela siqueira, 68
vila santo antônio barroquinha
59862-867 correia / ms",CEARÁ
Yasmin Rocha,738.014.659-93,37,1987-12-14,"colônia de ramos, 68
vila nova
55392360 silveira dos dourados / rn",BAHIA
Antônio Cavalcanti,021.973.568-95,29,1995-10-31,"colônia de pinto, 6
vila vista alegre
10569-267 ramos de mendonça / rr",RORAIMA
Felipe Andrade,215.493.780-23,58,1967-04-27,"jardim lopes, 28
joão paulo ii
41402-672 campos do sul / ms",PERNAMBUCO
Olivia Freitas,956.273.018-21,25,2000-07-08,"alameda jesus, 1
vila mangueiras
98273-116 araújo de marques / es",RIO DE JANEIRO
Dom Sousa,892.346.170-96,43,1982-01-22,"vereda de cardoso, 9
beija flor
12928692 mendes da prata / ac",RORAIMA
Marina Campos,385.412.097-41,24,2001-07-17,"trevo camargo, 4
vila pinho
24035911 oliveira / df",MATO GROSSO
Natália Da Cunha,670.329.485-29,18,2007-02-08,"esplanada cavalcante, 47
marieta 1ª seção
51086207 da mata / es",RIO GRANDE DO NORTE
Dr. Joaquim Da Luz,219.460.758-76,35,1989-07-26,"condomínio joaquim leão, 68
canaa
06129396 oliveira grande / al",PARANÁ
Maria Julia Camargo,107.485.693-75,51,1973-12-15,"feira maria helena costela
lagoinha
82609-613 aparecida de sá / mt",ACRE
Dr. Bernardo Da Costa,795.820.134-60,22,2003-06-05,"jardim de barbosa, 29
vila vista alegre
74379393 fogaça grande / pe",AMAPÁ
Paulo Cassiano,943.082.651-42,35,1989-10-29,"vereda manuela carvalho, 90
marajó
42179834 fernandes / df",PERNAMBUCO
Aylla Lopes,621.930.745-34,53,1972-06-01,"lagoa da conceição
vila vista alegre
55111167 fogaça / rj",CEARÁ
Davi Teixeira,710.392.568-21,39,1985-10-07,"conjunto de viana, 5
xangri-lá
13771-181 machado verde / pb",RONDÔNIA
Noah Silveira,536.824.971-37,22,2003-03-20,"trecho fernando borges
maravilha
74685701 casa grande grande / ma",PARANÁ
Sr. Vitor Rezende,826.473.915-64,27,1997-09-07,"lago gomes, 352
céu azul
65822-251 da cruz do norte / ac",AMAZONAS
Danilo Carvalho,359.681.724-28,45,1980-06-27,"lago giovanna andrade, 9
álvaro camargos
68857-220 peixoto de vasconcelos / ac",ALAGOAS
Melina Vargas,012.395.687-03,34,1991-03-06,"loteamento cirino, 91
conjunto bonsucesso
33840-283 barbosa paulista / ac",AMAZONAS
Leonardo Da Rosa,243.906.715-61,60,1965-03-04,"colônia ana julia garcia, 6
são joão
77366-829 caldeira / rs",RONDÔNIA
Maria Isis Rocha,154.297.806-85,19,2006-01-19,"distrito luigi viana, 3
estrela do oriente
32604-466 duarte / rs",AMAPÁ
Luna Castro,539.280.176-59,33,1991-08-26,"área maria isis almeida
palmares
57513081 guerra / se",PARÁ
Agatha Mendonça,350.167.294-25,45,1980-07-16,"feira de vieira, 1
serra verde
92525962 jesus / rs",RIO DE JANEIRO
Sr. Asafe Jesus,289.561.437-73,28,1996-11-15,"largo enzo gabriel da mata, 25
bonfim
95296-066 garcia das pedras / rj",GOIÁS
Juan Da Rosa,619.078.345-75,18,2007-07-14,"loteamento juliana melo, 1
santa terezinha
22877767 mendonça / rj",MATO GROSSO DO SUL
Ana Júlia Marques,726.905.413-43,58,1966-08-13,"sítio luiz fernando oliveira, 8
santa helena
00021564 araújo verde / mt",MINAS GERAIS
Maria Liz Pacheco,218.409.356-42,39,1985-10-17,"distrito pereira, 806
liberdade
61216848 porto do sul / ro",RONDÔNIA
